意图	语料
景点	这个景点的地址是在哪啊？
景点	景点的周边还有哪些别的景点啊？
thank	好的，谢谢你了。
酒店	你好，我要去如家快捷酒店(北京积水潭桥店)住宿，请告诉我这家酒店是什么类型的？
酒店	酒店的周边有哪些景点啊？
景点	好的，我想找一个门票价格在150-200元的景点游玩，给推荐一个吧。
景点	这个景点的电话是多少啊？
景点	景点的周边有哪些酒店啊？
餐馆	好的，游玩结束后我想找家餐馆吃鲜鸭肠这道菜，给推荐一家餐馆用餐吧。
餐馆	这家餐馆的地址是在哪啊？
餐馆	餐馆的人均消费是多少钱啊？
thank	好的，谢谢你了啊。
餐馆	你好，我想去吃饭。请帮我找一家人均消费是500-1000元的有水果捞这个菜的餐馆。
餐馆	好的。日昌餐馆(北海总店)的电话告诉我一下。
thank	嗯呢。谢谢。
酒店	亲在吗？能不能帮我看看评分4.5以上价格1000以上的酒店呢？
酒店	北京JW万豪酒店有早餐服务和无烟房么？
酒店	这是什么类型的酒店呢？
餐馆	好的，我想去和庆斋吃饭，这个餐馆周边都有啥好玩的景点呢？
thank	好的，谢谢您！
餐馆	你好，我想去餐馆吃小烧饼，请给我推荐一家评分在4.5分以上餐馆用餐吧。
餐馆	请问这家餐馆的地址是在哪里？
餐馆	餐馆的人均消费是多少钱？
景点	好的，我想找一个评分5分的景点游玩，给我推荐一个吧。
景点	请问该景点的游玩时长是多久？
地铁	好的，我想从烤肉宛饭庄乘坐地铁到水立方嬉水乐园，请告诉我出发地和目的地附近的地铁站吧。
酒店	好的，我想去一家评分4.5分以上有吹风机服务设施的酒店住宿，给我推荐一家吧。
酒店	这家酒店周边都有哪些景点啊？
酒店	酒店的电话是多少啊？
thank	好的，谢谢你了。
景点	你好，帮我找个能玩1小时，评分在4.5分以上的景点。
景点	好，有地址吗？
酒店	谢谢，玩完我要找个酒店入住，帮我找一个最低价格在100-200元之间的酒店吧。
酒店	好的，他是什么类型的酒店？
thank	好的，谢谢你！
景点	你好，我想带女朋友去一个评分4.5分以上，可以游玩时间3天 - 6天的景点游玩，给推荐一个吧。
景点	这个景点的周边还有哪些别的景点啊？
景点	景点的电话是多少啊？
thank	好的，谢谢你了啊。
餐馆	你好，我想要汆花鲢饭庄的餐馆吃饭， 你看一下他家都有什么推荐菜好吗？
餐馆	啊好的，那你在看一下他家的周边还有酒店吗？
景点	好吧，接下来我要出去玩玩了，你帮我找一个票价是100-150元的景点好吗？
景点	那就是强烈推荐了呗，好啊，他家的游玩时长是多久呢？
景点	好的，把电话给我一下吧。
酒店	收到，一下步玩累了想找个休息的地方，我心里的想法是100-200元的4.5分以上的酒店就行了。
酒店	啊，这个酒店的周边有可以玩的景点吗？
酒店	那有餐馆吗？
景点	那就太方便了，不用走太远就可以吃上饭了，我本来想在海友酒店(北京立水桥店)的周边找一个可以玩2小时 - 3小时的免票的景点玩呢。
景点	也是个不错的建议，这个景点的评分是几分呢？
餐馆	那一下步我还是想去海友酒店(北京立水桥店)附近的餐馆用餐，你看看哪家是人均消费100-150元，有过油肉这道菜的呀？
餐馆	行吧，主要是累一天，不想在跑了，我去苗乡楼贵州味道(龙德广场店)尝尝吧，他家都有什么推荐菜吗？
餐馆	好的，就去他家了，这家餐馆的周边还有没有景点了？
thank	好的，谢谢你了。
餐馆	你好，我想请老同学吃饭。他爱吃香酥鸭，请帮我找一家人均消费是50-100元的餐馆。
餐馆	太可以了啊。同和居饭店的地址和电话分别是什么啊？
酒店	嗯呢。吃完饭带他去酒店住宿。帮我推荐一家评分是5分，最低价格是200-300元的酒店。
酒店	好。7天优品酒店(北京国贸劲松地铁站店)的类型是什么啊？
地铁	嗯。从同和居饭店到7天优品酒店(北京国贸劲松地铁站店)乘坐地铁，出发地和目的地附近地铁站分别是啥？
thank	好的。谢谢。
酒店	你好，我过几天想出去玩，先找一家有宽带上网和叫醒服务的4.5分以上的酒店住，你可以帮我查找一下吗？
酒店	他家是什么类型的酒店啊？
酒店	你知道酒店的周边有没有餐馆啊，我想在外面吃饭。
餐馆	还挺多的呢，我这回不用为吃饭的事情发愁了，那你就在这些餐馆里找一家人均消费是100-150元的，评分是4.5分以上的能做酱肉包的餐馆给我吧，谢谢！
餐馆	可以接受，他家的周边有没有酒店啊？
餐馆	好的，我知道了，接下来我还想把下一顿也安排了，就吃金针菇牛肉丸 番茄锅底，评分是4分以上的餐馆就可以。
餐馆	我今天找的东西都不完美呢，把他家的电话和周边有餐馆都一并发给我吧。
thank	好了，我都记下来了，谢谢你哈，不厌其烦的解答！
景点	您好，我要去一个评分在4.5分以上的景点游玩，最好能玩上2个小时，您看看，有什么好推荐。
景点	好，请把它的电话告诉我，还有在给查下它周边都有什么酒店。
酒店	我还打算找个评分在4.5分以上的经济型酒店住宿，您看看哪家符合我的要求，最好把酒店的价格也告诉我一下。
酒店	它的价格呢。
餐馆	然后我要去一家推荐菜有海底捞面与精品肥牛的餐馆用餐，最好餐馆评分能在4分以上，你看着帮我推荐个，如果能把它的营业时间也告诉我一下更好。
thank	好，我的问题问完了，谢谢。
餐馆	你好，我想找个人均消费是500-1000元，评分是5分的餐馆吃饭，知道哪个餐馆比较适合吗？
餐馆	是吗，去厉家菜(德胜门店)就行，能帮我看看这个餐馆周边都有哪些酒店吗？
餐馆	不错啊，有这么多地方可以住宿，你知道餐馆什么时间营业吗？
酒店	好的，吃完饭，我打算找个评分是4分以上，价格是200-300元，提供行李寄存和洗衣服务的酒店住宿，你有什么好点的推荐吗？
酒店	真的吗，那我必须得去啊，酒店周边有没有餐馆呀？
餐馆	那咋办啊，我还打算在酒店周边找个评分是4分以上的餐馆吃饭呢，你有别的好办法吗？
餐馆	好吧，那这个餐馆周边都有什么酒店呢？
餐馆	哦了，那你知道餐馆的地址吗？
地铁	好，我准备乘地铁从厉家菜(德胜门店)到六必居(前门店)，能帮我查一下出发地和目的地附近地铁站都是什么吗？
thank	OK，我知道了，谢谢啊！
thank	你好，麻烦你帮我推荐一个200元以上，评分在4.5分以上的景点，谢谢。
景点	地址在哪？
景点	可以游玩多长时间？
餐馆	好，你再帮我查一下奋斗烤吧这家餐馆的营业时间。
餐馆	周边有什么景点吗？
景点	哦，你再查查，奋斗烤吧附近的景点里有没有能玩3天到6天，4.5分以上的景点。
景点	哦，好吧，地址在哪？
景点	周边有什么餐馆吗？
thank	好，非常感谢，有事我再联系你。
thank	你好，帮我推荐一个能玩1-4小时的景点，最好评分在4分以上，谢谢。
景点	琉璃厂古玩字画一条街的附近有啥好吃的餐厅吗？
餐馆	我和老公准备去金百万烤鸭店(良乡店)用餐，帮我查询下这家餐厅附近有啥酒店没？
酒店	这些酒店中有评分在4.5分以上的并且能提供免费早餐和叫醒服务的吗？
酒店	行啊，把他家的地址给我下吧。
酒店	我和老公想找一个价格在600-700元之间的经济型酒店入住，帮我推荐下吧。
酒店	好，格林豪泰(北京学清路店)的评分高吗？地址在哪呢？
thank	好的，谢谢。
餐馆	你好，能帮我找一个评分是4.5分以上，人均消费150-500元之间的餐馆吗？
餐馆	远望楼宾馆餐厅周边有什么值得游玩的景点吗？
thank	好的，谢谢你。
景点	你好，可以帮我安排一个游玩时长是1小时，票价是100-150元的景点吗？
景点	是吗，这个景点周边有餐馆吗？
景点	太好了，终于不用为吃的发愁了，那你知道这个景点位于什么地方吗？
thank	收到，真是太谢谢你了！
景点	你好，我想带家人出去走走，能帮我介绍个5分的景点吗？
景点	好的，它附近还有啥好玩的地方么？
景点	我的想法是想在养心殿附近找个玩1小时的免费景点，这几个哪个可以呢？
景点	太好了，那它周边的餐馆都有啥呢？
景点	好的，这个景点的评分咋样？
酒店	光玩还不行，还得有地方住宿啊，能帮我介绍个高档型的酒店吗，评分最好4.5分以上的，感受能好点。
酒店	周边都有啥景点呢？万一想玩玩还方便点。
酒店	把地址给我一下好不？
景点	好的，能在北京海南大厦附近帮我再找找门票50-100元的景点吗？评分4.5分以上的。
景点	好吧，那它周边的酒店和景点有哪些呢？
餐馆	好的，能不能再帮我查一下评分5分的餐馆，想吃烤肠了，人均消费150-500元的。
餐馆	好的，省钱了，不错。把地址给我吧。
thank	好的，谢谢。
餐馆	你好，帮我推荐一个人均消费在50-100元之间的餐馆，我想吃的菜是宽粉。
餐馆	好，大鹅岛灶台鱼周边有啥好吃的餐厅呢？
餐馆	这些餐厅里有人均消费在100-150元之间的并且评分达到4.5分以上的吗？
餐馆	千只鹤手作り料理 居楽屋(昌平店)的地址在哪？附近有啥好吃的餐馆吗？
景点	吃完饭我想找一个评分在4.5分以上的景点去玩，有推荐的吗？
景点	好，西什库教堂（北堂）附近有啥可以休息的酒店吗？
酒店	这些酒店中有能提供国际长途电话和在公共区域提供wifi的吗？
酒店	北京天伦王朝酒店的评分高吗，价格怎么样？
酒店	你还是帮我推荐一个价格在600-700元之间的豪华型酒店吧。
酒店	北京中乐六星酒店的评分高吗，有电话吗？
thank	好的，谢谢。
餐馆	你好，你能帮我找一家评分是5分的餐馆吗？我想吃溜豆腐。
餐馆	那他们家人均消费是多少？周边又有那些景点？
酒店	吃完饭，我想找一家最低价格是500-600元的酒店住下。
酒店	那这家酒店是否包含早餐服务免费，包含租车，酒店类型又是什么？
景点	没关系的，你能再帮我找一个评分4.5分以上好玩的景点吗？最好游玩时长3小时左右的。
景点	门票多钱了？周边有什么做菜好吃的餐馆吗？
thank	非常感谢你！
餐馆	你好，我想找一个评分4分以上，人均消费50-100元的餐馆用餐，给推荐一个呗。
餐馆	金榜缘是个什么样的餐馆啊，我去它家吃吧，它家都有什么推荐菜呀？
餐馆	原来是跟有关的餐馆呀，不错啊，这家餐馆周边有没有酒店呀？
景点	太好了，吃完饭我打算去游玩，可以帮我推荐一个50-100元的景点吗？
景点	当然喜欢呀，我要去百丰农场，能帮我查一下这里的游玩时间吗？
酒店	这个时间对我来说刚好，游玩之后我打算找个地方住宿，给我推荐一个最低价格400-500元，提供西式餐厅和健身房的酒店吧。
酒店	北京温都水城这名字听起来不错，就到这里落脚了，能帮我查一下这里的评分是多少吗？
thank	也行，谢谢你啊！
餐馆	想吃香椿拌豆腐和铁锅排骨，能帮我推荐一个评分在4.5分以上的餐馆吗？
餐馆	太后村98号院的地址在哪？
酒店	给我推荐一个经济型酒店，要有无烟房的。
酒店	格林豪泰酒店北京市首都机场第二店周边有哪些餐馆？
出租	从太后村98号院到格林豪泰酒店北京市首都机场第二店怎么坐地铁？
出租	从太后村98号院到格林豪泰酒店北京市首都机场第二店打个车，把车型和车牌告诉我。
